Oppo_OpportunityId,Oppo_PrimaryCompanyId,Oppo_PrimaryPersonId,Oppo_AssignedUserId,Oppo_ChannelId,Oppo_Description,Oppo_Type,Oppo_Product,Oppo_Source,Oppo_Note,Oppo_CustomerRef,Oppo_Opened,Oppo_Closed,Oppo_Status,Oppo_Stage,Oppo_Forecast,Oppo_Certainty,Oppo_Priority,Oppo_TargetClose,Oppo_CreatedBy,Oppo_CreatedDate,Oppo_UpdatedBy,Oppo_UpdatedDate,Oppo_TimeStamp,Oppo_Deleted,Oppo_Total,Oppo_NotifyTime,Oppo_SMSSent,Oppo_WaveItemId,Oppo_SecTerr,Oppo_WorkflowId,Oppo_LeadID,Oppo_Forecast_CID,Oppo_Total_CID,oppo_scenario,oppo_decisiontimeframe,oppo_Currency,oppo_TotalOrders_CID,oppo_TotalOrders,oppo_totalQuotes_CID,oppo_totalQuotes,oppo_NoDiscAmtSum,oppo_NoDiscAmtSum_CID,Oppo_PrimaryAccountId,oppo_SCRMcompetitor,oppo_SCRMwinner,oppo_SCRMreasonforloss,Oppo_SCRMIsCrossSell,Oppo_SCRMOriginalOppoId,oppo_TalendExterKey,oppo_obfuscated,oppo_note_qualif,oppo_Date_Q_Qualif,oppo_cout,oppo_cout_CID
7528,21054,25778,27,NULL,MOLENE-WP2 Design,Desogn_Service,NULL,NULL,Design,NULL,00:00.0,NULL,Abandonne,Negotiating,850000,80,NULL,00:00.0,27,59:38.0,27,47:48.0,47:48.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7529,21018,25742,31,NULL,ASIC Switch ETH,FTK,NULL,NULL,"Switch Eth avec 8 x 10 G + 2 x 40 G ....
Discussion préliminaires avec Ceragon via Adi pour pousser une étude de faisabilité

Et échanges avec fournisseurs IP Switch (Packet Architects et ComCores) pour le core de l'ASIC + autres IPs d'interfaces similaires à REDA

Décision qui ne se prend pas côté client - à voir quand le besoin se fera à nouveau voir",NULL,00:00.0,00:00.0,Abandonne,Identification,10000000,0,NULL,00:00.0,31,53:41.0,31,03:48.0,03:48.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7000000,2
7530,20946,25625,31,NULL,MIRZA- WP7 à WP9,FTK,NULL,NULL,"Ajout de 3 WP pour
- prototypage FPGA
- nouvelles fonctionalités
- IP LVDS",NULL,00:00.0,00:00.0,Won,Negotiating,200000,100,NULL,00:00.0,31,30:23.0,31,00:08.0,00:08.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,600,2
7531,4247,19104,27,NULL,GRENAT-Avenant 21 - Commande 2 nouveaux Patterns,FTK,NULL,NULL,Commande 2 nouveaux Patterns,NULL,00:00.0,00:00.0,Won,Negotiating,3700,100,NULL,00:00.0,27,39:59.0,27,39:59.0,39:59.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3500,2
7532,4282,4519,39,NULL,ASIC Photonics,Desogn_Service,NULL,NULL,"Photonic Driver Testchip, project OLGA",NULL,00:00.0,NULL,Abandonne,Identification,0,1,NULL,00:00.0,36,05:14.0,27,17:32.0,17:32.0,NULL,0,17:32.0,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7533,18686,23167,27,NULL,WESAT-DB130-Amd2,Desogn_Service,NULL,NULL,Add work,NULL,00:00.0,00:00.0,Won,Negotiating,15000,100,NULL,00:00.0,27,03:08.0,27,13:35.0,13:35.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7534,1132,1175,27,NULL,ISIDA,FTK,NULL,NULL,Design à Indus,NULL,00:00.0,NULL,Abandonne,Construction offre,20250000,40,NULL,00:00.0,27,45:25.0,27,04:53.0,04:53.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14048000,2
7535,4247,19104,27,NULL,Lot Prod 10 et 11,Production,NULL,NULL,2 lots,NULL,00:00.0,00:00.0,Won,Negotiating,415837.8,100,NULL,00:00.0,27,15:37.0,27,21:16.0,21:16.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,410837.8,2
7536,4247,19104,27,NULL,Lot Production 10 et 11 - Marge,Production,NULL,NULL,Marge sur lot 10 et 11,NULL,00:00.0,00:00.0,Won,Negotiating,21000,100,NULL,00:00.0,27,20:53.0,27,55:53.0,55:53.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7537,9027,10708,27,NULL,P&R et Top test chip,Desogn_Service,NULL,NULL,Gros projet,NULL,00:00.0,NULL,Abandonne,Identification,0,1,NULL,00:00.0,27,23:13.0,27,46:10.0,46:10.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7538,3176,25780,31,NULL,Chara-v1b-Pré-indus,FTK,NULL,NULL,Finalisation de 3 wafers,NULL,00:00.0,00:00.0,Won,Negotiating,25000,100,NULL,00:00.0,27,19:22.0,31,59:20.0,59:20.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13000,2
7539,19802,25782,27,NULL,Support pour faisabilité,Preetude,NULL,NULL,Projet iDémo,NULL,00:00.0,NULL,Abandonne,Identification,0,1,NULL,00:00.0,27,35:48.0,27,34:59.0,34:59.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7540,21065,25790,27,NULL,Besoin sous système numérique,Desogn_Service,NULL,NULL,I2C + RTL,NULL,00:00.0,NULL,NoGo,Evaluation technique,0,30,NULL,00:00.0,27,37:10.0,27,59:53.0,59:53.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7541,9103,25588,27,NULL,TTT03,Desogn_Service,NULL,NULL,Tetha + Talita en N3,NULL,00:00.0,NULL,Abandonne,Negotiating,500000,10,NULL,00:00.0,27,40:15.0,27,51:46.0,51:46.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7542,21018,25742,31,NULL,CROZET - WP1,Preetude,NULL,NULL,"ASIC Switch ETH Faisabilité pour ASIC complet

Décision qui ne se prend pas côté client - à voir quand le besoin se fera à nouveau voir",NULL,00:00.0,00:00.0,Abandonne,Negotiating,100000,0,NULL,00:00.0,31,02:23.0,31,02:50.0,02:50.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7543,3176,25780,31,NULL,Chara v1b - Préindus avec EWS et qualif WLCSP,FTK,NULL,NULL,"mise en place solution de qualif pour puces WLCSP sur socket + qualif sur une soixantaine de circuits
mise en place de la solution EWS et tests de 2 wafers puis livraison en tape & reel",NULL,00:00.0,00:00.0,Won,Negotiating,286000,100,NULL,00:00.0,31,05:41.0,31,50:47.0,50:47.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,126000,2
7544,18686,23167,27,NULL,WESAT-DB130-Amd2-V2,Desogn_Service,NULL,NULL,Version avec nouveau RTL,NULL,00:00.0,00:00.0,Won,Negotiating,25000,100,NULL,00:00.0,27,15:32.0,27,26:56.0,26:56.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7545,3176,25780,31,NULL,Preindus Charav1b - WP7a,FTK,NULL,NULL,Option pour spare probe card EWS,NULL,00:00.0,NULL,In Progress,Negotiating,14000,49,NULL,00:00.0,31,51:59.0,31,04:38.0,04:38.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14000,2
7546,20946,25625,31,NULL,MIRZA - WP7 + 8 + 9,FTK,NULL,NULL,"Tâches supplémentaires avec 
- prototypage FPGA (WP7)
- ajout de fonctions (WP8)
- Travaux LVDS (WP9)",NULL,00:00.0,00:00.0,Won,Negotiating,200000,100,NULL,00:00.0,31,00:43.0,31,00:43.0,00:43.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,600,2
7547,20942,25618,39,NULL,Addendum Change request DC/DC-UART,Desogn_Service,NULL,NULL,120k$,NULL,00:00.0,00:00.0,Won,Negotiating,110000,100,NULL,00:00.0,36,39:46.0,36,22:10.0,22:10.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7548,11778,NULL,39,NULL,Uranus2 -Amendment 3,Desogn_Service,NULL,NULL,20 jours supplémentaires,NULL,00:00.0,00:00.0,Won,Negotiating,19200,100,NULL,00:00.0,36,21:05.0,36,22:27.0,22:27.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7549,2153,2217,31,NULL,SUMBA - Faisabilité IP petite,Desogn_Service,NULL,NULL,"Réutilisation des éléments pour une version plus simple mais avec une criticité sur la taille de la puce

Démarrage par une phase de faisabilité car le client demande aussi de réduire le nombre de layer avec lib moins de tracks (économiser sur prix masques et wafers)",NULL,00:00.0,00:00.0,Abandonne,Qualified,40000,0,NULL,00:00.0,31,31:59.0,31,53:44.0,53:44.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7550,21067,25794,27,NULL,ZLARIN,Desogn_Service,NULL,NULL,Essais de synthese,NULL,00:00.0,00:00.0,Won,Negotiating,83000,100,NULL,00:00.0,27,52:42.0,27,38:31.0,38:31.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32900,2
7551,4247,19104,27,NULL,Grenat - Lot 12-13,Production,NULL,NULL,Commande de 2 lots Supplémentaires,NULL,00:00.0,00:00.0,Won,Negotiating,428660.41,100,NULL,00:00.0,27,05:06.0,27,34:21.0,34:21.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,418660.41,2
7552,20954,NULL,39,NULL,VULCANO II,FTK,NULL,NULL,Gate Drive Booster ASIC for power semiconductors,NULL,00:00.0,NULL,Sleap,Negotiating,2625000,49,NULL,00:00.0,36,46:06.0,39,48:46.0,48:46.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000000,2
7553,20954,NULL,39,NULL,VULCANO I,FTK,NULL,NULL,Isolated DC/DC transformer driver for automotive application,NULL,00:00.0,NULL,Sleap,Construction offre,2000000,1,NULL,00:00.0,36,47:49.0,36,59:41.0,59:41.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7554,4345,4750,27,NULL,UCIe,Desogn_Service,NULL,NULL,Développement d'un IP UCIe,NULL,00:00.0,NULL,NoGo,Identification,0,1,NULL,00:00.0,27,03:57.0,27,03:57.0,03:57.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7555,4305,25766,27,NULL,CSI2,Desogn_Service,NULL,NULL,Développement IP Phy et CTRL en ST130IMG,NULL,00:00.0,NULL,NoGo,Identification,0,1,NULL,00:00.0,27,07:58.0,27,07:58.0,07:58.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7556,4247,19104,27,NULL,Grenat - Marge lot 12 et 13,Production,NULL,NULL,Marges prod,NULL,00:00.0,00:00.0,Won,Negotiating,21000,100,NULL,00:00.0,27,35:51.0,27,36:22.0,36:22.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7557,21073,25805,31,NULL,Miniaturisation POC,FTK,NULL,NULL,"Suite présentation du 27/08 au MIC SMH
Besoin de réfléchir à miniaturisation pour leur patch NO / NO2-
Avec potentiellement étude de faisabilité sur Q4'24 pour qu'ils puissent avoir les éléments pour leur dépôt de iDemo

Repoussé de 3 mois tous les 3 mois ... peut-être des choses après l'été 2025 ... ?",NULL,00:00.0,NULL,Sleap,Negotiating,25000,25,NULL,00:00.0,31,46:05.0,31,42:39.0,42:39.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7558,2153,2217,31,NULL,Wezen - Amendment 3 - RNG Charac,Desogn_Service,NULL,NULL,"Characterization of Customer RNG

Mise au budget pour 2025 ...",NULL,00:00.0,NULL,In Progress,Negotiating,35000,49,NULL,00:00.0,31,16:49.0,27,17:28.0,17:28.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7559,2153,2217,31,NULL,extra EDA,FTK,NULL,NULL,licences simulation + pack analogique,NULL,00:00.0,00:00.0,Won,Negotiating,24000,100,NULL,00:00.0,31,13:26.0,31,52:59.0,52:59.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13000,2
7560,21071,25800,27,NULL,ASIC PM,FTK,NULL,NULL,Besoin ASIC HV,NULL,00:00.0,NULL,Lost,Construction offre,2500000,1,NULL,00:00.0,27,47:35.0,27,27:22.0,27:22.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,300000,2
7561,19754,24442,27,NULL,VESAT-WP3,Desogn_Service,NULL,NULL,Démonstrateur FPGA,NULL,00:00.0,NULL,Abandonne,Construction offre,700000,1,NULL,00:00.0,27,49:53.0,27,45:10.0,45:10.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7562,4247,19104,27,NULL,GRENAT-Avenant 24,FTK,NULL,NULL,Carte de test additionnelle,NULL,00:00.0,00:00.0,Won,Negotiating,60000,100,NULL,00:00.0,27,06:03.0,27,20:05.0,20:05.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,48000,2
7563,17566,19963,27,NULL,VEZAD3-Handoff,Desogn_Service,NULL,NULL,Hand-off au temps passé,NULL,00:00.0,00:00.0,Won,Negotiating,20000,100,NULL,00:00.0,27,07:53.0,27,07:53.0,07:53.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7564,2153,2217,31,NULL,WEZEN - support indus WP3,Desogn_Service,NULL,NULL,"Travaux au temps passé avec :
- 50 k€ pour livraisons à fin 09/24
- 50 k€ pour livraison en 02/25",NULL,00:00.0,00:00.0,Won,Negotiating,100000,100,NULL,00:00.0,31,41:48.0,31,42:10.0,42:10.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7565,3187,3293,31,NULL,RADICUS - prototypage MLM,FTK,NULL,NULL,Startégie MLM plutôt que MPW afin d'avoir des wafers complets et pouvoir tester jusqu'à 400 circuits bons pour montage sur sonde US,NULL,00:00.0,00:00.0,Won,Negotiating,267000,100,NULL,00:00.0,31,30:54.0,31,34:24.0,34:24.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,202000,2
7566,20946,25625,31,NULL,MIRZA Avenant 3,FTK,NULL,NULL,"Selon le nouveau plan demandé par ID4US

Redistribution des tâches, planning, et plan de facturation ...",NULL,00:00.0,00:00.0,Won,Negotiating,10,100,NULL,00:00.0,31,17:52.0,31,17:52.0,17:52.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7567,21085,26814,39,NULL,PEGASUS - WP2- ASIC Design kick-off,FTK,NULL,NULL,"Design only.
Prototyping and industrialization in WP3 & WP4
Order for month 1 while negotiating the contract",NULL,00:00.0,00:00.0,Won,Negotiating,200000,100,NULL,00:00.0,36,51:23.0,36,22:45.0,22:45.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7568,21082,26810,39,NULL,ASIC Cryptomining,FTK,NULL,NULL,"CY-KOR, une startup spécialisée dans le minage de crypto-monnaies (cryptomining).
L'entreprise souhaite déployer une solution d'accélération disruptive capable de
réduire les exigences en mémoire d’un algorithme de hachage cible.
L'objectif du projet est d'implémenter cette solution d’accélération dans une
architecture ASIC existante, ou de concevoir une nouvelle architecture si nécessaire.
Cette approche holistique, combinant matériel et logiciel, vise à réaliser des gains
significatifs en matière de performances et d'efficacité dans le processus de hachage.",NULL,00:00.0,NULL,NoGo,Identification,0,1,NULL,00:00.0,36,29:08.0,27,16:36.0,16:36.0,NULL,0,16:36.0,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7569,15153,18072,27,NULL,Wallis - Blocs,Desogn_Service,NULL,NULL,Conception et layout de blocs,NULL,00:00.0,NULL,Abandonne,Qualified,0,25,NULL,00:00.0,27,32:28.0,27,49:13.0,49:13.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7570,7980,26809,27,NULL,EM03,Desogn_Service,NULL,NULL,Besoin 1 personne en conception et 2 en validation,NULL,00:00.0,NULL,Abandonne,Evaluation technique,0,20,NULL,00:00.0,27,34:02.0,27,30:30.0,30:30.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7571,18686,23167,27,NULL,WESAT-DB130-Amdt3,Desogn_Service,NULL,NULL,Essais de synthèse,NULL,00:00.0,00:00.0,Won,Negotiating,20000,100,NULL,00:00.0,27,30:09.0,27,34:47.0,34:47.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7572,4247,19104,27,NULL,Grenat-Avenant 25 (TPEC2),FTK,NULL,NULL,2ème version du TPEC,NULL,00:00.0,00:00.0,Won,Negotiating,30000,100,NULL,00:00.0,27,36:29.0,27,26:03.0,26:03.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10800,2
7573,4247,19104,27,NULL,Grenat - Régul TPEC,FTK,NULL,NULL,Régularisation d'heures,NULL,00:00.0,00:00.0,Won,Negotiating,8100,100,NULL,00:00.0,27,37:48.0,27,31:01.0,31:01.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7574,4299,4629,27,NULL,DENEB-Avenant Top,Desogn_Service,NULL,NULL,Régularisation budget,NULL,00:00.0,NULL,Abandonne,Negotiating,157000,80,NULL,00:00.0,27,49:59.0,27,26:46.0,26:46.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7575,21085,26814,39,NULL,PEGASUS - WP2 = ASIC Design Month 1,FTK,NULL,NULL,"Design only
Prototyping and industrialization in WP3 & WP4",NULL,00:00.0,00:00.0,Won,Negotiating,200000,100,NULL,00:00.0,36,07:36.0,36,23:03.0,23:03.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7576,2,26818,27,NULL,CYTHERE,Desogn_Service,NULL,NULL,Appel offre infructueux. ,NULL,00:00.0,NULL,Abandonne,Negotiating,950000,30,NULL,00:00.0,27,26:42.0,27,59:44.0,59:44.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7577,11764,26817,27,NULL,ASIC,FTK,NULL,NULL,ASIC télépéage. RF + digital. Coût important,NULL,00:00.0,NULL,NoGo,Identification,0,1,NULL,00:00.0,27,36:43.0,27,03:05.0,03:05.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7578,19891,24533,27,NULL,P&R,Desogn_Service,NULL,NULL,P&R en 7nm,NULL,00:00.0,NULL,Lost,Construction offre,215,1,NULL,00:00.0,27,39:44.0,27,26:57.0,26:57.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7579,21087,26815,27,NULL,ASIC,FTK,NULL,NULL,ASIC pour minage,NULL,00:00.0,NULL,Abandonne,Identification,0,1,NULL,00:00.0,27,36:57.0,27,48:58.0,48:58.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7580,20946,25625,31,NULL,DARIUS Change Request,Desogn_Service,NULL,NULL,Avenant 4 à Mirza,NULL,00:00.0,00:00.0,Won,Negotiating,16000,100,NULL,00:00.0,31,05:32.0,31,04:37.0,04:37.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7581,21085,26814,39,NULL,PEGASUS - WP2 = ASIC Design Month 2,FTK,NULL,NULL,"Design only
Prototyping and industrialization in WP3 & WP4",NULL,00:00.0,00:00.0,Won,Negotiating,160000,100,NULL,00:00.0,36,53:28.0,36,23:20.0,23:20.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
7582,18623,27845,31,NULL,ADC pour application SONAR,FTK,NULL,NULL,ADC haute précisions et basse conso pour applications SONAR (en comparaison avec la ref d'un circuit TI utilisé à ce jour),NULL,00:00.0,00:00.0,Abandonne,Qualified,0,0,NULL,00:00.0,31,36:31.0,31,49:25.0,49:25.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
