icalps_deal_id,dealname,icalps_dealforecast,icalps_dealcertainty,icalps_dealtype,icalps_dealsource,icalps_dealnotes,icalps_dealcategory,icalps_deal_created_date,closedate,hubspot_owner_id,icalps_originalstage,icalps_original_status,icalps_transformation_notes,pipeline,dealstage,amount,weighted_amount,company_association_id,contact_association_id,hubspot_company_id,hubspot_contact_id,import_batch,import_status,validation_status
7384,SUBRA2-AAC,0.0,20,,,Etude Faisa,Opportunity,,2025-09-18,39,Qualified,Lost,Deal closed as lost,Icalps_hardware,12096415,0.0,0.0,1071,1041.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7385,BEEMIN2,400000.0,10,Desogn_Service,,P&R Target et Performance en autre process,Opportunity,,2025-09-18,27,Identification,In Progress,Mapped to Sales Pipeline,Icalps_hardware,1116419644,400000.0,40000.0,1072,19803.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7386,Migration design,0.0,1,Desogn_Service,,Migration d'un design,Opportunity,,2025-09-18,27,Qualified,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,5795,7079.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7387,Adaptation TPMP (P&R) sur circuit existant,100000.0,25,,,"Estimation : 2 mois de travail
Budget 100 k€
A faire en salle sécurisé si notifié (le client essaye de voir si une approche par RDL possible de leur côté)",Opportunity,2025-09-18 03:34:00,2025-09-18,31,Qualified,Abandonne,Default mapping applied,Icalps_hardware,1116419644,100000.0,25000.0,2153,2217.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7388,GIENA - Préétude,60000.0,100,Preetude,,Etude soc MCU,Study,2025-09-18 19:24:00,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_service,1116704052,60000.0,60000.0,20932,25596.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7389,TTT07,560000.0,20,,,Theta et Talita en N7 de TSMC,Opportunity,,2025-09-18,27,Negotiating,Abandonne,Default mapping applied,Icalps_hardware,1116419644,560000.0,112000.0,9103,10859.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7390,TTS18,399000.0,10,,,Theta et Talita en ST P18,Opportunity,,2025-09-18,27,Negotiating,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,399000.0,39900.0,9103,10859.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7391,Grenat - Avenant xx BGA,460000.0,20,FTK,,BGA,Opportunity,,2025-09-18,27,Negotiating,Abandonne,Default mapping applied,Icalps_hardware,1116419644,460000.0,92000.0,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7392,VERITATE,1300000.0,30,,,Projet ASIC,Opportunity,2025-09-18 01:37:00,2025-09-18,27,Construction offre,Abandonne,Default mapping applied,Icalps_hardware,1116419644,1300000.0,390000.0,19826,24426.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7393,OxygenB-CG,20000.0,50,,,Ajout clock gating,Opportunity,2025-09-18 02:58:00,2025-09-18,27,Construction offre,Abandonne,Default mapping applied,Icalps_hardware,1116419644,20000.0,10000.0,19796,24377.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7394,ASIC Ledger inside - Lavrec,5000000.0,30,,,"Projet crypto paiement.
Projet en HOLD, décision du management.",Opportunity,2025-09-18 04:15:00,2025-09-18,39,Construction offre,Abandonne,Default mapping applied,Icalps_hardware,1116419644,5000000.0,1500000.0,11675,25593.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7395,Hot Lot Wafer - proto Chara v1b,8000.0,100,FTK,,Accélérer la fab wafer avec option hot lot wafer,Opportunity,,2025-09-18,31,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,8000.0,8000.0,3176,3277.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7396,Grenat - Lot Prod 4,234261.0,100,Production,,Lot de prod 4,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,234261.0,234261.0,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7397,GRENAT - Marge prod lot 4,10086.0,100,Production,,Marge prod lot 4,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,10086.0,10086.0,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7398,ASIC pour MEMS - faisabilité,70000.0,1,,,"ASIC pour piloter leur MEMS dans application haut-parleur dans écouteur.

Démarche commerciale via Adi - KAL notre agent en Israel

Dossier complexe avec discussion SonicEdge - DOLIAM pour partenariat plus complet ... Probablement pas d'avancée côté ASIC avec IC'Alps tant que pas picture globale",Opportunity,,2025-09-18,27,Negotiating,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,70000.0,700.0,20936,25598.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7399,Clone du circuit Vishay SI9117,0.0,0,,,"Obsolescence mais nombre de produits chez eux avec ce circuits.

Compte géré via notre agent en Israel : Adi de KAL

Enercon a trouvé une société avec des circuits (clone ?) déjà disponibles - à voir dans un second temps si ces circuits ne répondent pas à l'intégralité des features ??? => Abandon",Opportunity,2025-09-18 17:30:00,2025-09-18,31,Evaluation technique,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,20937,25601.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7400,TTT22 - Av2,17600.0,100,Desogn_Service,,optimisation vitesse,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,17600.0,17600.0,9103,10859.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7401,VEZAD2-IPConv,27000.0,100,Desogn_Service,,Dev IP Convolution,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,27000.0,27000.0,17566,19963.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7402,WEZEN - Amendement 1,295000.0,100,Desogn_Service,,"Evolution de la stratégie (sans test chip)
+options complémentaires

Décision avant fin juin 2023

290 k€ de plus",Opportunity,,2025-09-18,31,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,295000.0,295000.0,2153,2217.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7403,Grenat - Avenant 18 ESD,7500.0,100,FTK,,Add work esd,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,7500.0,7500.0,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7404,Suite projet ASIC,0.0,1,,,Décliné car client trop compliqué,Opportunity,,2025-09-18,27,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,1119,1149.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7405,Projet ASIC médical,0.0,1,FTK,,ASIC medical,Opportunity,,2025-09-18,27,Qualified,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,20931,25591.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7406,Design sous system,0.0,1,Desogn_Service,,Sous-systeme PCIe ou DDR,Opportunity,,2025-09-18,27,Evaluation technique,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,17288,19319.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7407,Tristan,365000.0,100,Desogn_Service,,"Evocation lors de rencontre Synopsys le 15/06 à Grenoble d'un besoin à venir après l'été sur l'adaptation de bloc, voire le portage d'AISC vers différentes technos (manque de ressources en interne chez eux)",Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,365000.0,365000.0,4718,4915.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7409,REDA100G - specification & architecture,100000.0,50,Preetude,,"Le retour du circuit à 100G

L'ASIC 10G en cours avec une équipe de Design intel mais cela ne se passe pas au top semble-t-il ...
RfQ reçue ce 24/08

Compte géré par Adi

Nouvelle spec à venir avant fin 2023

New offer on 05/13/2024

=> intégrer dans l'offre complète avec fais + design + proto + production",Study,2025-09-18 18:05:00,2025-09-18,31,Negotiating,Abandonne,Default mapping applied,Icalps_service,1116419644,100000.0,50000.0,18600,25616.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7410,NTAG21X clone asic,0.0,1,,,"NFC Tag, clone d'un produit NXP.
Mauvais service pendant la période d'allocation.
Aucune nouvelle du client qui ne semble plus intéressé pour le clonage",Opportunity,,2025-09-18,39,Qualified,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,20940,25617.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7411,MIRZA,7255000.0,100,FTK,,"Rx et Tx Testchip puis ASIC finaux
potentiellement en TSMC 40nm et en XFab 0.18um

7.25M€ + 0.83 en options pour indus des 22 circuits + 0.36 pour Metal fix Rx ....",Opportunity,2025-09-18 17:04:00,2025-09-18,31,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,7255000.0,7255000.0,20946,25625.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7412,ADHIL - préétude,90000.0,5,,,ASIC pour AD-TEC,Opportunity,,2025-09-18,27,Construction offre,Lost,Deal closed as lost,Icalps_hardware,12096415,90000.0,4500.0,4282,4519.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7413,ADHIL-ASIC,1420000.0,5,,,WP2 à 4,Opportunity,,2025-09-18,27,Construction offre,Lost,Deal closed as lost,Icalps_hardware,12096415,1420000.0,71000.0,4282,4519.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7414,WEZEN - Avenant 1 - IP IO PAD,30000.0,100,Desogn_Service,,Développement IO PAD,Opportunity,2025-09-18 15:57:00,2025-09-18,31,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,30000.0,30000.0,2153,2217.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7415,GRENAT - Additional partern,3300.0,100,FTK,,Commande nouveaux paterns,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,3300.0,3300.0,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7416,ALYA : Avenant 2,30000.0,100,Desogn_Service,,nouveau DK,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,30000.0,30000.0,1076,1050.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7417,Dosimetre,0.0,1,,,Projet autour de FG,Opportunity,,2025-09-18,27,Evaluation technique,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,1075,1049.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7418,Alboran,58000.0,100,Desogn_Service,,"Design service BU ISS / MSP. 
Meeting le 13 Sept 2023 à Meylan
RFQ pour implémentation physique numérique.
Offre envoyé le 13 Oct 2023.",Opportunity,,2025-09-18,39,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,58000.0,58000.0,10263,12139.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7419,ASIC Image controller,0.0,1,FTK,,"Pense à un ASIC pour la fonction Image controller.
L'ASIC sera fait avec un de leur partenaire.",Opportunity,2025-09-18 02:53:00,2025-09-18,39,Identification,Lost,Deal closed as lost,Icalps_hardware,12096415,0.0,0.0,17476,25629.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7420,GRENAT - Prod lot 5 (23 wafers),194543.33,100,Production,,Commande des 23 wafers de bacup,Opportunity,2025-09-18 01:25:00,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,194543.33,194543.33,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7421,Grenat - Lot 5 marge,9279.1,100,Production,,Marge pour lot de 23 wafers,Opportunity,2025-09-18 02:43:00,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,9279.1,9279.1,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7422,Diomede Prestudy WP0 (AL8892Q),61300.0,100,Preetude,,"Automotive 2 channels led driver
ASIC ""clone"" TI avec IP de Diodes
Offre pour la pré-etude WP0. 65k$ sur 8 semaines
Le projet total sera de 900-1200k$, à confirmer à la fin du WP0",Study,,2025-09-18,39,Negotiating,Won,Deal successfully closed,Icalps_service,1116704052,61300.0,61300.0,20942,25618.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7423,"Interface MIPI -> Ethernet, SpaceWire et/ou MIPI",0.0,10,FTK,,"Un chiffrage préliminaire pour un développement et une production d’ASIC avec les paramètres suivants :
-	Technologie 28nm FDSOI de ST (remplaçable par une technologie équivalente si besoin)
-	Contrôleur Ethernet + PHY
-	Environ 500 K portes logiques. Le design numérique sera fourni par 3D PLUS sous forme de RTL non synthétisé.
-	LDO pour générer la tension cœur depuis une tension externe de 1,8 V
-	Un oscillateur (en option)
-	Interface DDR3 16 bits (en option)
-	Livraison en puces nues découpées, quantité TBC en fonction des contraintes de MPW.

L’objectif de cet ASIC sera de faire l’interface en un capteur vidéo d’un côté (en interface MIPI), et une interface utilisateur de l’autre (Ethernet, SpaceWire et/ou MIPI).
Il embarquera différents algorithmes de traitements vidéos développés par 3D PLUS, et inclus dans les portes logiques.

En Hold chez le cleint, pas de budget pour l'instant",Opportunity,2025-09-18 02:07:00,2025-09-18,39,,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,1150,1223.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7424,Reprise Capella,80000.0,100,Desogn_Service,,Reprise RDL,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,80000.0,80000.0,17484,24385.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7425,Projet Arm33,0.0,0,,,Dualcore,Opportunity,,2025-09-18,27,Evaluation technique,Lost,Deal closed as lost,Icalps_hardware,12096415,0.0,0.0,4342,25635.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7426,TG22,70000.0,80,Desogn_Service,,Reprise macro TESIC,Opportunity,,2025-09-18,27,Construction offre,Abandonne,Default mapping applied,Icalps_hardware,1116419644,70000.0,56000.0,9103,10859.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7427,7 CH LDOs,0.0,1,,,Target process interne Diodes  5V SPFAB,Opportunity,,2025-09-18,39,Qualified,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,20942,25618.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7428,ASIC Emmergy light,0.0,10,,,N'est plus à l'ordre du jour.,Opportunity,2025-09-18 03:22:00,2025-09-18,39,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,20953,25633.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7429,ASIC pour Lidar,0.0,1,,,Alim pour driver,Opportunity,,2025-09-18,27,Qualified,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,20963,25644.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7430,WESAT2,15000.0,100,Desogn_Service,,Nouvelle version,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,15000.0,15000.0,18686,23167.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7431,Equipe pour verification UVM,0.0,0,,,"cf courriel associé - 
équipe de 5 à 6 personnes avec ramp-up courant Q4'23 pour environ 9 à 12 mois sur un gros projet (équipe de verif de 20 personnes)

abandon - car pas assez de ressources pour répondre sereinement au besoin exprimé par Elsys",Opportunity,,2025-09-18,31,Qualified,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,5808,25651.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7432,Grenat - Avenant 19 - HTOL 1000hours,5500.0,100,FTK,,en complément du HTOL 162 heures,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,5500.0,5500.0,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7433,ALYA - Avenant 3,10000.0,100,Desogn_Service,,reprise avec protection ESD,Opportunity,,2025-09-18,31,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,10000.0,10000.0,1076,4686.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7434,Wezen IP DMA AHB,60000.0,100,Desogn_Service,,Design et vérification unitaire d'un DMA sur bus AHB,Opportunity,2025-09-18 02:53:00,2025-09-18,31,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,60000.0,60000.0,2153,2217.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7435,Grenat - Lot prod 6-9,936273.88,100,Production,,4 lots octobre,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,936273.88,936273.88,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7436,Grenat - Marge lots 6-9,40344.0,100,Production,,Marge sur les lots d'octobre,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,40344.0,40344.0,4247,4428.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7437,CIS01-Phase1-3,32000.0,100,Desogn_Service,,Layout en régie,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,32000.0,32000.0,1095,1104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7438,SOC Faisabilité,0.0,1,,,Projet gros soc,Opportunity,,2025-09-18,27,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,4214,23248.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7439,Deign service,0.0,1,Desogn_Service,,Suport Design et P&R,Opportunity,,2025-09-18,27,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,18713,23222.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7440,LEM02,61200.0,100,Desogn_Service,,Besoin 1 personne 2 mois,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,61200.0,61200.0,7965,24384.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7441,P&R,0.0,1,Desogn_Service,,Besoin P&R en 22FDX,Opportunity,,2025-09-18,27,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,18604,25675.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7442,Redevances,274000.0,100,Desogn_Service,,Redvance sur prod,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,274000.0,274000.0,4299,4629.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7443,ALYA - Avenant 4 - nouveau floorplan,7500.0,100,Desogn_Service,,Passage à un pitch de 185,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,7500.0,7500.0,1076,1050.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7444,VEZAD3-Spec,36000.0,100,Desogn_Service,,Projet Lyra,Opportunity,2025-09-18 17:56:00,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,36000.0,36000.0,17566,19963.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7445,RADICUS,300000.0,100,Desogn_Service,,"Opportunité pour projet R&D amont
avec dépôt pour demande de financement par Vermon avant fin 2023

Briques de bases pour dérisquer des circuits pour sondes US actives

Alignement sur description du dépôt de projet pour financement par Vermon",Opportunity,2025-09-18 19:19:00,2025-09-18,31,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,300000.0,300000.0,3187,19954.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
